,Label,Length,Temperature,Weight,Wingspan
99,Red Dragon,309.92070399891196,198.01085842021874,1418.0006895030572,75.7198797462492
100,Black Dragon,150.47361049510195,71.24082393231316,4770.731162215611,46.9826856054761
101,Orange Dragon,341.4389694779431,361.51884353050815,1201.799611767182,25.620384434379723
102,Purple Dragon,209.00581934086034,337.2679223365657,6553.258109624647,63.58288504658518
103,Red Dragon,260.4520681011277,196.56898167474293,1659.7644326208433,60.00868405770804
104,Green Dragon,358.0284331714627,374.02373700178396,4078.990244596601,41.2999884976842
105,Yellow Dragon,301.9058418968053,377.12290340309465,8038.477143968835,36.63874054413144
106,Green Dragon,309.0364192134446,362.06576984469007,4528.130825482311,49.06031543745553
107,Purple Dragon,179.25631523404698,314.1827742296535,7309.376973376379,46.70243401907511
108,Green Dragon,253.31792974210728,364.90854268158927,4739.66725786198,37.37292358315074
109,Green Dragon,302.07398703796696,389.16283027536764,4968.6601554065155,25.50230273165498
110,Orange Dragon,445.2263997457009,347.8552215419371,1544.0502915017164,34.654867384231366
111,Orange Dragon,453.0489148489326,333.32921698640973,2472.6557210667524,20.71610830564419
112,Orange Dragon,386.62325030423136,366.11514715194073,1253.7761359107888,29.894015073361167
113,Red Dragon,328.5235737279576,211.7577443927579,1054.1205008913894,52.3719923699776
114,Orange Dragon,299.70650624393267,342.37136328064094,1509.2652613972734,23.16791240581969
115,Black Dragon,132.65926350649016,71.54514663233411,3241.623725528115,52.881408328385945
116,Green Dragon,317.7452910995428,359.1266051139264,3937.844630876418,29.225769138785978
117,Blue Dragon,108.6305906413526,268.16933294043304,3038.588954933207,76.81590037486684
118,Black Dragon,121.80238523438351,70.3882915065079,4623.632284893803,63.46036207566818
119,Purple Dragon,171.64644181518247,305.7077553527925,7153.709314970459,48.04804670004904
120,Yellow Dragon,305.0514701674731,340.29610430481495,7980.098589060414,60.08407949954211
121,Red Dragon,286.815283604848,196.88463763265528,2190.9033853221235,57.048758784520516
122,Blue Dragon,124.06848020267577,299.6264893216245,3967.7625625200462,67.58021315564072
123,Purple Dragon,195.639830394348,301.1743561923285,6648.7708107815915,38.56174591333787
124,Purple Dragon,214.7874784559339,299.64838304635896,6900.017788533713,40.96144314715775
125,Orange Dragon,346.1312463584792,347.038029150392,1766.1766734842533,48.15388301059647
126,Yellow Dragon,310.7055058478405,316.14201285730775,7834.831504310092,50.32495700181137
127,Red Dragon,315.9876101152987,222.7701348682496,1436.8338432844794,47.27685388280585
128,Red Dragon,297.2783065695647,207.36187135032011,2157.7674277198266,53.32202609423045
129,Purple Dragon,215.67849960252033,290.4611396147721,6107.973698307299,48.96266810169568
130,Black Dragon,54.63381430567975,66.89839499046428,3477.084147513246,41.8482895872953
131,Yellow Dragon,325.73599158206144,363.2007477878075,8086.496279705709,51.07552048159033
132,Green Dragon,286.4750703485971,356.13910722895156,4835.263197862661,37.291677827080285
133,Purple Dragon,278.6706251128244,291.49069466049315,7309.169809026471,48.6334498721749
134,Yellow Dragon,303.1361705720226,331.27761493727763,7385.76905546066,48.782452420855044
135,Blue Dragon,70.80644988344886,254.59807071620577,4161.000843383264,63.63093057548447
136,Black Dragon,41.82475251237588,132.09994786076757,4214.925411237327,56.91196189579058
137,Purple Dragon,228.52702561721574,341.7262783287005,7633.1717301685185,52.423636862248856
138,Purple Dragon,175.12775882827611,295.2146464846,7157.045808057182,48.68390564171146
139,Purple Dragon,185.7427796291257,304.9779136504363,6359.79805430939,49.99647088796793
140,Black Dragon,132.86765238113415,82.30007126180789,4999.772929118333,68.78292973164916
141,Blue Dragon,122.715181441329,225.57066745623183,3505.0153723726758,65.77040312800872
142,Black Dragon,133.20964369856512,101.11696469024922,3268.840786406682,61.97781675684859
143,Black Dragon,22.568102366988157,107.97079684974835,4333.377320473013,70.36015699106788
144,Blue Dragon,136.40923358385749,259.7135726636881,3675.2342921029694,66.88222470636323
145,Black Dragon,98.48365835308103,94.01205338365475,4500.397067120064,52.603867212362296
146,Black Dragon,94.24384278574553,101.31726480260112,3880.4694845905346,54.08847975748814
147,Red Dragon,259.6191159816619,200.83235147060566,649.9543469120464,62.027968956368504
148,Red Dragon,286.38142767361916,208.50077420050988,2471.0323229226133,55.72077672799203
149,Black Dragon,78.85952667589652,74.42618357530745,3978.029215115201,68.40667752534509
150,Orange Dragon,405.72969466342255,373.923307499995,1179.6548769554743,31.580643902176462
151,Black Dragon,129.37925861600257,101.41366825325355,3723.118458332581,42.45134336020335
152,Blue Dragon,152.2400027264965,252.67319292419955,3814.2295055320324,64.45504988710445
153,Yellow Dragon,348.56689052121015,348.0774346833917,7931.782439620296,27.575213320107295
154,Orange Dragon,358.2467286705584,370.56270529166517,1804.3663388982675,28.262145862378553
155,Blue Dragon,143.84379207775294,262.39178345214185,3528.4782402040446,64.18541149689193
156,Blue Dragon,100.75401859506837,280.11142039077936,2962.985132298116,69.5762044121709
157,Black Dragon,52.401780753779825,101.69150337828228,4774.134876710767,66.1928858440329
158,Yellow Dragon,325.3248178047964,348.67663447152114,7875.8050272573255,39.671081782095136
159,Purple Dragon,185.10118094216506,293.51831918998624,5876.297682170977,48.84366905765301
160,Orange Dragon,391.2926335128661,378.43667076703963,1634.2941073241968,47.835418313867905
161,Orange Dragon,410.975586680716,348.50113347974275,2040.005671606209,36.16618761182835
162,Red Dragon,335.69077849398946,231.3867969118767,873.8837433112989,56.11872042788602
163,Red Dragon,261.01978960035564,246.56512760405815,1967.824146103583,54.67755670767168
164,Purple Dragon,214.9791895139538,335.14297105256793,6534.855002017324,43.933252639871455
165,Red Dragon,229.83217221822062,225.06676784962931,1723.3589705996576,45.23137322525379
166,Purple Dragon,245.0616226871792,307.282983535016,6441.225331245031,41.28205016307155
167,Green Dragon,261.781732061879,373.2771004367244,4789.296367288235,36.22936349833709
168,Red Dragon,272.5429231723923,206.09792320513176,945.8880870957111,44.17610154647666
169,Black Dragon,96.42752962385295,78.24912780673353,4195.162534142191,42.39832206943457
170,Orange Dragon,404.7397706711871,372.78475293611376,1506.916639772483,34.906796987722586
171,Black Dragon,86.7710666913399,102.5936757447267,3509.7586699038734,56.82624431847551
172,Red Dragon,267.41262950994604,237.3155840597203,1931.1874569352253,25.395153782081497
173,Green Dragon,287.3651580677912,345.3108179321847,4923.932939464741,39.18562519467294
174,Orange Dragon,372.59569053842375,371.13457342801695,1050.9433188477472,48.77231005395244
175,Black Dragon,122.02511780210203,72.20032286958856,4216.702378479042,69.36570371325863
176,Black Dragon,104.31825669150406,87.38201079268116,4781.772534844615,66.70441292497969
177,Green Dragon,330.2442297889073,371.0900868070093,5500.814563025856,37.725606831318544
178,Green Dragon,332.47803133430057,362.01541519690096,4758.083134731915,24.348998107326334
179,Blue Dragon,119.38546123291503,256.0933552486918,4485.092823408722,60.47589901004926
180,Purple Dragon,251.34815727658471,293.88835516512285,6583.031590144249,40.04403635875714
181,Purple Dragon,230.76166014900915,300.16328688707137,7339.0947796867,36.193647810156044
182,Blue Dragon,101.19276690593401,270.21260408164784,2814.4891091226796,80.7473287304343
183,Purple Dragon,176.14969420028248,293.13835161455694,6757.610238289375,66.90032165201166
184,Yellow Dragon,318.82510696905877,336.63797829072575,7761.608557268521,32.52683509584017
185,Purple Dragon,186.15863898420008,316.09001145459337,6380.592534079024,36.1908245143358
186,Black Dragon,149.77354155770635,71.34133291341774,4272.327126298918,59.51341576164704
187,Black Dragon,146.41350772052417,74.42108726440188,3635.594652219891,68.98489433237371
188,Orange Dragon,349.451046657066,363.66414841874484,1538.3236209182567,51.02100776205849
189,Yellow Dragon,348.17561526711006,327.7279836466865,7497.7897135249905,40.86788952361227
190,Purple Dragon,187.56312763371562,290.2241906668288,6596.198885743938,41.45649977132465
191,Blue Dragon,146.7446354347614,263.4191559862934,3706.747414214059,64.69680218541556
192,Purple Dragon,176.01805384209018,297.08248647069985,6372.710520872819,63.92544388452657
193,Yellow Dragon,354.02127271288595,332.82984834728205,7734.534346465818,37.313925296320825
194,Red Dragon,287.13845764042287,238.7825082853905,1705.1911642261502,40.08259950847882
195,Black Dragon,93.83581629644769,98.19669300032602,4571.341835565412,63.44587895643794
196,Purple Dragon,172.9154579865871,275.19272404288245,6424.141567394635,50.31015212662582
197,Red Dragon,261.3218248140282,201.8373593873713,2193.692817965023,65.31776282764253
198,Orange Dragon,362.26145351334014,366.93663202886967,1080.9182643949277,24.434067052137088
199,Red Dragon,307.00705585545006,230.91695723369347,2206.852154157992,68.95731199280652
200,Black Dragon,95.4860331853456,100.06915981684423,3891.2321379305013,61.59629637328666
201,Black Dragon,104.41915505494308,114.8507985860719,4214.949473266766,47.946571921040324
202,Orange Dragon,413.817560704354,331.95231980074055,1068.7738163753575,28.73433388733711
203,Blue Dragon,110.1865394339376,259.8366850126383,3410.2046273768606,48.49195846619368
204,Red Dragon,369.97136986010815,191.33151449719088,1337.9910593214083,57.18965270120162
205,Red Dragon,302.10667878339666,191.4797145803334,1433.698344058822,67.07883258458733
206,Green Dragon,303.66021467202603,360.6890676293499,5196.316365067225,43.854804027480995
207,Black Dragon,98.79127573897942,69.53241518829677,3932.431732782881,48.51950110714579
208,Black Dragon,99.74188525469089,91.71239728936776,3842.9701317713134,45.76513321227357
209,Orange Dragon,398.73181541930273,335.11110451737176,1155.975783570931,28.19948228372688
210,Orange Dragon,387.0078564116725,401.0202682389791,1261.1360081718285,30.741517870863596
211,Black Dragon,130.40014970811157,71.34636666660528,3186.891090469622,54.85124723818777
212,Black Dragon,87.28855801280477,71.07346467543609,4043.6595535769457,69.17062568145589
213,Purple Dragon,137.94837906500064,336.3495008347836,6655.479273410329,61.594740527533354
214,Blue Dragon,40.370086235475384,240.1195166882045,3272.9709634494857,55.88474912679334
215,Red Dragon,341.37339808156196,228.4626460946038,1235.8740322099266,45.55514357086789
216,Green Dragon,300.62316255705286,337.6769955212455,3708.5527552995645,36.81720799847648
217,Green Dragon,327.7982993245374,378.3553109972958,5165.149025608667,37.610455143581454
218,Yellow Dragon,250.54344384523523,363.5005423029128,7914.153437099403,50.291699893950366
219,Orange Dragon,400.8113731931019,367.5727511321266,2413.1280248099324,43.79657013098005
220,Purple Dragon,226.79926101010082,334.3263509967441,6934.4271842504295,49.57183498224609
221,Purple Dragon,227.98423533523263,317.1408466344229,7068.09456659965,38.14295410631839
222,Purple Dragon,200.13573643173464,339.79465373167596,7390.262966049006,45.94185740248332
223,Blue Dragon,126.71015824938081,263.53622678479115,4011.541151212692,60.16084069825443
224,Black Dragon,150.35041010859794,85.50157779500925,3660.682462929157,52.6435303907617
225,Green Dragon,349.0630465376337,359.27616617664853,4231.618832702166,21.099972622541962
226,Black Dragon,102.16242536532043,99.21348525847273,4051.7031583803523,48.089552549181974
227,Orange Dragon,438.62340041597264,369.2761770640788,2332.34130480817,35.52544551567474
228,Orange Dragon,340.31600317905196,375.63756735690646,1438.0853777613902,17.414481743198664
229,Black Dragon,131.75165229258266,101.5006059407671,4518.320854381628,39.03864403969162
230,Orange Dragon,361.81649770845877,349.46264764675533,2087.1794668328694,37.557680636359215
231,Orange Dragon,316.1593173712697,340.29854697019715,1988.096198794358,59.108488981969145
232,Orange Dragon,385.4558140418696,392.9249288556449,1350.3885848621665,44.95614784277982
233,Blue Dragon,162.2248161762442,243.4646935322923,3942.8984631398343,74.34643715107639
234,Red Dragon,298.9624405701208,234.89556126592743,663.4609893740763,47.958487558534515
235,Black Dragon,155.77335521000123,91.60803637903419,3892.2483575962965,67.1814376404087
236,Green Dragon,342.3176222392781,371.2399212790016,4145.991168691981,37.62073493004281
237,Yellow Dragon,317.3742260047046,318.9697732153652,8427.220159464005,58.38232882706181
238,Orange Dragon,398.7672614223991,377.42014271477404,2220.9200790930327,41.315865381508296
239,Black Dragon,91.67406230554573,117.9505262238348,3871.238099025777,56.08377880855083
240,Green Dragon,342.1912629151688,366.2800246643066,4448.36925222476,31.55770284614023
241,Purple Dragon,234.21901120885306,317.7765050833581,7265.393937204251,57.45911921607733
242,Red Dragon,274.38727113039096,235.08672132982497,1045.6284986088026,45.49376801503423
243,Red Dragon,284.6068451845299,228.67643382319682,1123.3313013812437,58.680230694734576
244,Orange Dragon,374.7889073488511,362.77575814392213,390.0866324470551,21.957545334175375
245,Green Dragon,301.7525659681098,361.54669430159186,5206.08844003882,56.07523449440563
246,Blue Dragon,124.61605699364829,288.34525909740506,4382.661218284299,86.2145387026761
247,Red Dragon,305.2801650948914,235.81668398092887,2413.087544485882,59.9750020614585
248,Blue Dragon,153.09279972287342,284.0158721216866,4316.191394550937,52.00382372151243
249,Yellow Dragon,298.6124767243085,324.15524815423294,7698.072059559303,65.54263778107642
250,Green Dragon,352.9315376120861,378.96774974916536,4434.409679713291,12.727905457721011
251,Black Dragon,83.17610693297028,68.14917254293539,4832.8306756333095,66.09944892202604
252,Orange Dragon,369.9862363677398,357.22717131541907,1430.457811047057,41.28614213658517
253,Purple Dragon,191.16731515800547,275.54550151891914,7101.185774963287,48.035965904768545
254,Purple Dragon,237.01526288224977,341.13305674890256,7002.251958724011,44.68247535476007
255,Black Dragon,99.72903140837641,119.46615499756088,3530.042688636214,49.90660151335309
256,Yellow Dragon,278.1834644262497,351.97645229946124,7721.085019707237,36.97070776592962
257,Black Dragon,122.32790376136319,128.60367140787952,4402.047915288782,53.70259376120706
258,Yellow Dragon,303.5748104778667,336.97958707588356,6824.900407262718,34.55981136540651
259,Orange Dragon,386.77822790875604,355.1846983704331,1253.1053586532355,25.325478960862498
260,Red Dragon,286.8850154685909,201.307828329367,1087.5993156785237,57.96071708127711
261,Orange Dragon,369.2132786881388,331.3024061997106,1020.7790786486828,58.855896017014715
262,Black Dragon,157.5418663422808,94.57716544601975,3695.6400579827396,60.44520176926056
263,Green Dragon,298.06253872139445,401.4453966385758,5395.859990598958,36.735345307960685
264,Yellow Dragon,291.0174281232949,334.0345982830413,7674.4470805431665,47.03575928142563
265,Purple Dragon,213.0050700659416,303.0899877137392,7546.243991997309,60.3517260830721
266,Red Dragon,283.64287475801973,189.13356807257495,479.85007562769715,47.71892178736005
267,Blue Dragon,123.18246509904266,256.0107604834573,3551.2068015015802,62.00188447297839
268,Green Dragon,282.2236794982095,374.613099442634,5256.063154575,33.16339221435161
269,Black Dragon,78.86294163039032,97.00483847993566,4045.8365855774346,55.60970621224584
270,Blue Dragon,110.74200258245365,275.8886959299749,4148.168918692826,69.95712878973048
271,Red Dragon,363.51976516902863,236.41275566927834,825.5708689339885,69.52781243636412
272,Orange Dragon,317.93896932292273,356.64415882477437,1739.710031341591,49.63627018106678
273,Purple Dragon,193.33824467992775,321.2759747316075,7384.110225470457,56.54610150962712
274,Green Dragon,292.5481973202747,350.21958138834873,4448.65869698001,11.273423773188412
275,Orange Dragon,307.6270823302249,365.40418015047817,2191.681461022992,39.9903729662726
276,Blue Dragon,107.33862348976922,307.8180561781575,3513.048468139502,68.49365388846483
277,Blue Dragon,187.67790939053185,271.1262992410356,4484.581963241319,70.98289313965914
278,Red Dragon,300.84974911526746,200.104239001025,1517.8604317415118,54.51119419576463
279,Yellow Dragon,363.2310626405524,338.9309179178703,7963.249596266045,29.120566051906888
280,Black Dragon,132.3945888254778,72.86451760106875,4116.104447142889,68.36714845538796
281,Purple Dragon,175.99550343135425,312.5299345782278,7618.325914044166,42.21597232468519
282,Blue Dragon,110.99453151590745,274.89883821776743,3348.3963556543113,71.53561583504823
283,Green Dragon,340.8576079105721,386.46250196127255,4478.776455912145,37.381190509247816
284,Yellow Dragon,324.3152056783731,338.6012769644126,7981.0429657657205,41.091738147657246
285,Purple Dragon,202.85268077116248,334.8355268636277,6971.096652980089,47.83183773798866
286,Yellow Dragon,314.30174128224184,345.4247092866764,8325.115236813313,42.27975414649325
287,Green Dragon,276.142557390657,374.872712877601,4179.895217316001,24.816713388623903
288,Orange Dragon,375.44177881549,348.9444216969176,1710.2408291645427,26.045159679555052
289,Red Dragon,315.96941321983604,224.16926364915813,1190.4571388889756,42.90266032347522
290,Black Dragon,140.15131554300382,93.73494638956504,4905.331414126386,50.563922539188674
291,Green Dragon,307.43732146970706,400.10740605233053,3751.3817569101525,18.490580187740914
292,Red Dragon,316.20578140466944,212.64105270946035,2006.1112305203374,55.96934971937938
293,Purple Dragon,198.89429171151957,282.0195941436196,7230.362199979433,32.69565382487551
294,Red Dragon,313.5486196543762,199.20443939094372,1150.461625613806,63.37766412808389
295,Green Dragon,316.3233864328114,357.0882394481425,4226.069584189162,16.459033967466617
296,Black Dragon,105.80453529462517,78.18069725660351,3776.476267223346,55.49632949730936
297,Orange Dragon,344.10166956801544,313.41892483840377,1597.647138035954,28.34090581340911
298,Yellow Dragon,318.65744880499375,298.5528626051818,7957.980968284063,42.48976628123031
299,Black Dragon,126.55114847482915,139.5182724093259,4327.777191944707,56.290446656684765
300,Black Dragon,85.23812896764726,84.63495535408674,3967.3424237651357,58.64923471047315
301,Yellow Dragon,297.64014111489263,338.05321551072797,7512.7377341892225,50.00057377574318
302,Purple Dragon,190.8206103057587,327.7508761875857,7282.047748823091,48.70049121677962
303,Red Dragon,280.04411965612377,230.6583835753844,954.449867362419,48.87989205636705
304,Red Dragon,289.0112505542695,216.69916732910747,2162.66859576899,57.94005094221001
305,Orange Dragon,332.48478011471974,307.42116648888924,2168.3042493913617,53.82441477579233
306,Black Dragon,62.45581228591273,138.95315421587844,3948.4703247206044,43.365278860701345
307,Purple Dragon,180.04497649652956,341.12297776835106,6973.193720605844,41.52679086072752
308,Yellow Dragon,297.4118182502008,363.1586703168247,7076.436866350477,35.489583633885
309,Purple Dragon,268.8378992123355,334.82114546371014,7174.108968856098,49.989761439951145
310,Purple Dragon,163.8196487238675,308.0263108168345,6347.251420954334,43.68939081871222
311,Yellow Dragon,337.56400658179143,338.2305370530404,7150.771362116739,25.83066361646951
312,Yellow Dragon,294.3179245656378,335.5185417248764,8062.075981197216,46.06989260146168
313,Green Dragon,284.50234593110287,376.4594092292525,4307.355869506641,26.98079830890365
314,Orange Dragon,377.06294485762544,397.22621711950836,1908.5607727168708,28.2318280348222
315,Black Dragon,65.06079581576921,119.53210707008846,4234.911562563311,58.45545929166164
316,Black Dragon,101.84782013282624,96.5965028185365,3691.478421598803,50.56778351427557
317,Black Dragon,185.97336701341882,61.77403761593161,3976.165760815292,62.30148905802705
318,Black Dragon,80.42347199725177,78.56773071382828,3965.1998611930776,57.487615005523395
319,Purple Dragon,253.60014684454947,357.41680729553894,6513.141249262508,24.301761134572708
320,Black Dragon,115.85188088934802,91.6217879270131,3981.077895182713,70.79980698947631
321,Red Dragon,335.8167230219711,203.6717057318698,1798.5071549778454,38.96864897889499
322,Purple Dragon,242.77739860135858,306.863971036488,6453.360672490933,33.43076625377861
323,Purple Dragon,176.4496841320713,333.5377927853954,7245.39548050517,68.25806536197324
324,Yellow Dragon,364.1334907203817,314.26968154065503,7700.71710962738,57.93103434656261
325,Orange Dragon,380.8941879146555,337.6881760988946,2316.960541097227,50.494799752096995
326,Blue Dragon,139.7971130979645,249.25506328067968,3541.218891655688,54.59827271959167
327,Blue Dragon,107.74896399091719,262.08133176466083,3948.8300799396693,65.20831004056988
328,Orange Dragon,337.47461921139586,293.8320385214393,2512.3791601793887,34.852836060359415
329,Green Dragon,318.44445612621143,383.4450452719028,4607.87425763578,32.22263114033903
330,Green Dragon,325.84601629051195,343.1017070398449,3724.356084834535,35.31496153652451
331,Blue Dragon,118.9149386511476,289.9336923587767,3916.5000813099023,75.736599484677
332,Black Dragon,131.2226662055705,101.42326450714421,4607.529040891958,69.76292176878407
